,Name,Calories,Carbs,Fats,Proteins,Fiber,Cholestrol,Sugar
1015,Indian Style Basmati Rice Wood Fired Tandoori Flavor,170,38.0,1.0,4.0,1.0,15,8
1016,"Indian Yogurt Smoothie, Organic Alphonso Mango",180,18.0,9.0,9.0,0.0,0,18
1017,"Indian Cheese, Homestyle Pure Desi Paneer",90,0.5,8.0,6.0,0.0,0,18
1018,Organic Indian Red Kidney Beans Curry with Steamed Rice,170,35.0,1.5,5.0,3.0,0,1
1019,Vegan Tikka Masala Mild Indian Simmer Sauce,140,11.0,15.0,2.0,1.0,0,6
1020,Naturally Flavored Indian Basmati Rice,160,35.0,0.0,4.0,0.0,0,1
1021,Chicken Samosas with Cilantro Chutney,240,26.0,11.0,11.0,1.0,0,2
1022,"Drizzlecorn, Dark Fudge Sea Salt Caramel",120,23.0,3.5,1.0,1.0,0,1
1023,"Indian Scratch Kit, Chicken Tikka Masala",70,8.0,3.0,2.0,0.0,0,4
1024,Organic Indian Basmati Brown Rice,170,37.0,1.5,4.0,2.0,0,0
1025,South Indian Dal Mixture,170,12.0,12.0,4.5,2.0,0,0
1026,"Apple Sauce, Chunky Peach",100,25.0,0.0,0.0,1.0,0,1
1027,"Apple Sauce, Chunky Strawberry",110,26.0,0.0,0.0,2.0,0,0
1028,"Apple Sauce, Chunky Cherry",100,25.0,0.0,0.0,2.0,0,9
1029,"Chicken Breasts with Rib Meat, Boneless Skinless",130,0.0,3.0,24.0,0.0,15,5
1030,"Fit Popcorn, Extra Virgin Olive Oil",130,17.0,6.0,2.0,3.0,0,4.0
1031,"Granola Popcorn Clusters with Flax Seeds, Vanilla Almond",160,26.0,4.5,3.0,3.0,0,0
1032,"Kettle Cooked Potato Chips, Indian Tikka Masala",150,17.0,8.0,2.0,2.0,70,6.0
1033,Indiana Farmstand Chicken Corn Chowder Mix,160,32.0,0.5,9.0,9.0,0,0
1034,Indian Style All Natural Protein Bowl,380,66.0,8.0,12.0,12.0,10,25
1035,"Veggie Burgers, Spicy Indian Veggie",130,11.0,8.0,6.0,5.0,0,7.0
1036,"Chick Peas Curry with Steamed Rice, Organic Indian",160,33.0,0.5,5.0,2.0,0,1
1037,Palak Paneer Curried Spinach & Paneer Cheese,230,5.0,18.0,10.0,2.0,35,16
1038,"100% Valencia Orange Juice, Not from Concentrate",110,26.0,0.0,2.0,0.0,25.0,0
1039,"Butter Chicken with Basmati Rice, Indian Style",400,49.0,13.0,24.0,3.0,0,0
1040,Olive Oil Indian Cottage Cheese With Spinach Saag Paneer,167,12.0,11.0,5.0,1.0,0,6
1041,"Indian Style Sauce with Rice, Vegetables with Chicken",280,20.0,13.0,19.0,2.0,0,0
1042,"Indian Snacks, Moong Dal, Salted Lentils Snack",230,25.0,10.0,11.0,4.0,30.0,2
1043,"Chip Ins, Popcorn Chips, Sea Salt",120,22.0,2.5,2.0,1.0,5.0,13.0
1044,"Soup Mix, Indian Harvest Sausage Lentil",60,15.0,0.0,6.0,6.0,0,0
1045,Organic Indian Basmati White Rice,180,40.0,0.5,4.0,1.0,0,0
1046,"Organic Fit Popcorn, Extra Virgin Olive Oil",130,17.0,6.0,2.0,2.0,0,0
1047,Black & White Drizzle Popcorn Made With Real Cocoa,150,20.0,7.0,1.0,1.0,0,21
1048,"Chickpea Masala, Authentic Indian Chana Masala",240,29.0,11.0,8.0,6.0,0,21
1049,"Coffee, Casein Free, Lactose Free, Gluten Free",122,0.0,14.0,0.0,0.0,0,20
1050,All Natural Aged White Cheddar Popcorn,150,14.0,9.0,3.0,2.0,70,0
1051,"Gluten Free Fit Popcorn Chips, Spinach Feta",130,19.0,5.0,2.0,1.0,0,0
1052,"Simmer Sauce, Indian Coconut Pumpkin Curry",50,8.0,2.5,1.0,1.0,0,11.0
1053,Ratalu Diced Violet Indian Yam,85,20.0,0.0,1.0,3.0,0,1
1054,"Indian Essesntials, Chicken Biryani Seasonin gMix",15,3.0,0.0,0.0,0.0,0,7.0
1055,"Organic Indian Channa Masala Chickpeas with Tomato, Onion & Spices",160,28.0,6.0,6.0,8.0,0,8
1056,Khatta Meetha Sour & Sweet Mix Indian Snacks,270,27.0,16.0,5.0,1.0,0,1
1057,Crispy Indian Crackers with Millet Fenugreek Leaves & Spices,150,18.0,7.0,3.0,2.0,0,0
1058,"Upma, Dry-Roasted Semolina with Cashews, Carrots & Green Chilis",210,33.0,7.0,5.0,4.0,15,2
1059,"Bacon, Natural Hardwood Smoked",80,0.0,7.0,4.0,0.0,15,0
1060,"Bistro Express, Indian Style Curry with Basmati Rice",150,31.0,2.0,3.0,3.0,0,2
1061,Indian Butter Chicken Gourmet Cooking Kit,100,15.0,3.0,2.0,4.0,0,7
1062,Spice Paste for Indian Biryani Rice,35,2.0,3.0,0.0,0.5,0,0
1063,"Indian Whole Grain Bread, Pre-Priced",100,21.0,2.0,4.0,3.0,0,4.0
1064,"Ruby Red Grapefruit Juice, Not from Concentrate",90,24.0,0.0,1.0,0.0,0,23
1065,Green Chili Khichiya Rice Wafer,332,78.0,0.0,5.0,3.0,0,1
1066,"Naanwich, Savory Spinach & Feta",310,41.0,11.0,10.0,3.0,5,2
1067,"Classic Punjabi Dish, Indian Lentil & Tomato",203,26.0,6.0,11.0,4.0,7,6.0
1068,Garlic Soft and Charred Indian Style Bread,160,24.0,5.0,5.0,1.0,0,2
1069,"Organic Fit Popcorn, Himalayan Pink Salt",130,17.0,6.0,3.0,3.0,0,0
1070,"Artisan Indian Cuisine, Channa Masala with Lemon Rice",240,39.0,6.0,6.0,3.0,0,2
1071,Chicken Curry with Lentil Rice,250,32.0,4.5,19.0,2.0,50,1
1072,"Gluten Free Fit Popcorn Chips, Himalayan Pink Salt",120,22.0,2.5,2.0,1.0,0,0
1073,"Vindaloo Indian Simmer Sauce, Spicy, Tangy Coconut & Chili",100,8.0,7.0,2.0,2.0,0,5.0
1074,Best Indian Curry Hot Pepper Sauce,0,0.0,0.0,0.0,0.0,0,0
1075,Coconut Cashew Korma Indian Simmer Sauce,160,12.0,13.0,3.0,4.0,0,5
1076,Long Grain Indian Basmati White Rice,160,35.0,0.0,4.0,0.0,0,0
1077,Indian Basmati Long Grain White Rice,160,35.0,0.0,4.0,0.0,0,0
1078,Spice Paste For Indian Tikka Masala,30,2.0,2.0,0.0,0.5,0,0.5
1079,Indian Butter Chicken with Jasmine Rice,750,84.0,21.0,52.0,3.0,170.0,8
1080,"Turmeric Potatoes, Egg & Cheese Naanwich",340,44.0,11.0,14.0,3.0,110.0,4
1081,"Chicken Coconut Curry, with Mango",180,11.0,6.0,22.0,0.0,25,1
1082,Khichri Indian Comfort Rice Mix,310,47.0,10.0,9.0,4.0,0,26.0
1083,"100% Juice, Premium Apple",120,30.0,0.0,0.0,0.0,60,4
1084,Premium Tea And Indian Spices Spiced Chai,430,43.0,15.0,25.0,0.0,0,2
1085,"Mini Naan, Indian Style Tandoori Flat Bread",150,23.0,5.0,5.0,2.0,0,3
1086,Organic Whole Grain Indian Grain Bread,90,18.0,1.0,4.0,3.0,0,0
1087,"Indian Essentials, Chicken Tikka Masala Seasoning Mix",15,3.0,0.0,0.0,0.0,0,7.0
1088,"All Natural, Madras Curry, Indian Simmer Sauce, Medium",110,11.0,7.0,1.0,1.0,70,6.0
1089,Toasty Spices & Tangy Tomato Tikka Masala Indian Simmer Sauce,90,6.0,7.0,1.0,1.0,15,3
1090,Real Medleys Apple Nut Harvest Multigrain Fruit & Nut Bar,160,25.0,6.0,3.0,2.0,0,14.0
1091,"Indian Cuisine, Lentil, Red Beans & Spices in a Creamy Tomato Sauce",150,18.0,6.0,7.0,5.0,10,2
1092,"Popcorn Chips, Sea Salt, All Natural",120,22.0,2.0,2.0,1.0,0,0
1093,"Kettlecorn, Dark Fudge Chocolate Chip",140,18.0,7.0,2.0,2.0,0,12
1094,Organic Indian Basmati Long Grain White Rice,160,35.0,0.0,4.0,0.0,0,4
1095,Indian Vegetable Curry Cauliflower Quick Cup,160,16.0,7.0,6.0,7.0,0,1
1096,"Sev Regular, Snack made from Chickpea Flour & Salt",290,24.0,19.0,5.0,2.0,0,0
1097,Chicken & Mango Meatball Curry with Naan Bread & Basmati Rice,385,40.0,17.0,18.0,4.0,0,0
1098,"Corn Meal, Old Fashioned Stone Ground White",110,23.0,1.0,2.0,2.0,0,8
1099,Old Fashioned Stone Ground Yellow Corn Meal,110,23.0,1.0,2.0,2.0,0,1
1100,"Popcorn, Original Kettle 0.7 Oz Bags",92,15.0,3.0,1.0,1.0,75,13.0
1101,"Popcorn Chips, White Cheddar, All Natural",130,21.0,4.0,2.0,1.0,0,0
1102,"Organic Indian Basmati, Long Grain Brown Rice",160,34.0,1.5,4.0,2.0,0,0.5
1103,"100% Juice, Ruby Red Grapefruit, Original",90,24.0,0.0,1.0,0.0,0,23
1104,"Cooking Sauce, Jalfrezi Indian Cooking Sauce, Fruity & Spicy with Sliced Chilies",100,8.0,7.0,2.0,2.0,0,5
1105,"Home Chef Collection, Tikka Masala Curry Sauce",45,4.0,3.0,1.0,1.0,0,1
1106,Indian Spiced Style Lentils & Chickpeas in a Savory Tomato Curry Organic Beans,100,16.0,3.0,4.0,2.0,2.5,4
1107,"Methi Thepla, Indian Flat Bread with Fenugreek Leaves and Spices",125,22.0,3.0,3.0,4.0,0,2
1108,"Artisan Indian Cuisine, Chicken Tikka Masala with Saffron Rice, Medium",270,31.0,10.0,13.0,2.0,50,2
1109,"Indian Cooking Sauce, Tikka Masala with Coconut and a Hint of Black Cardamom",140,13.0,9.0,2.0,0.5,0,5
1110,"Indian Coconut Curry Chickpeas with Coconut Milk, Onion, Garlic & Spices",190,21.0,9.0,7.0,6.0,0,5
1111,"Gobi Paratha, Whole Wheat Indian Bread With Spiced Cauliflower Filling",215,34.0,6.0,6.0,6.0,0,3
1112,Indian Chicken,299,28.9,5.7,13.2,5.3,0,7.9
1113,Easy Indian Korma Curry Paste,250,12.0,22.0,2.0,1.0,18.3,44.6
1114,Indian Lentil Low-Fat Vegan,160,25.0,3.0,8.0,9.0,0,2.5
1115,Easy Indian Tikka Masala Sauce,470,78.0,14.0,8.0,0.0,7.6,2.8
1116,Easy Indian Mutter Paneer,420,56.9,15.9,11.0,6.0,172.3,0.1
1117,Easy Indian Chana Masala,460,78.1,11.0,12.9,5.0,5.7,4.6
1118,Easy Indian Vegetable Korma,460,71.0,15.9,9.1,6.0,0,0.1
1119,Nacho Cheese Sauce,40,3.0,3.5,0.0,0.0,0,3.8
1120,Easy Indian Korma Curry Sauce,502,86.0,14.0,8.0,0.0,372.0,4.6
1121,Easy Indian Tikka Masala Paste,150,8.0,12.0,2.0,1.0,0,0.8
1122,#63 Indian Chicken Melt Special Sandwich on Wheat,292,32.0,6.0,24.0,4.0,0,8.2
1123,"Chocolate Shake, Large (Indianapolis only)",920,168.0,29.0,23.0,6.0,73.7,2.2
1124,Indian Taco (Tuesdays Only),820,82.0,36.0,45.0,15.0,4.3,11.6
1125,"Chocolate Shake, Kids (Indianapolis only)",230,42.0,7.0,6.0,1.0,56.8,8.2
1126,"Chocolate Shake, Small (Indianapolis only)",490,88.0,15.0,12.0,3.0,273.1,5.0
1127,"Chocolate Shake, Medium (Indianapolis only)",690,126.0,22.0,17.0,4.0,0,5.0
1128,Ranch Dressing,160,1.0,17.0,0.0,0.0,129.7,8.6
1129,"Indian Grain Bread, Low-Fat",200,35.0,1.5,11.0,0.0,24.6,8.8
1130,Indian Lentil Soup,160,25.0,3.0,8.0,9.0,10.1,9.4
1131,"Dogfish Head Indian Brown, 16 oz",310,41.0,0.0,3.0,0.0,126.8,3.7
1132,"Indian Butter Chicken withNaan, Lunch with Rice",330,32.0,11.0,24.0,1.0,22.1,10.2
1133,"Dogfish Head Indian Brown, 22 oz",420,56.0,0.0,4.0,0.0,40.4,5.9
1134,"Indian Butter Chicken withNaan, Sumo with Rice",900,97.0,32.0,51.0,4.0,0,0
1135,"Indian Butter Chicken withNaan, Regular with Rice",620,64.0,22.0,37.0,2.0,10.0,0
1136,Indian Aloo Gobi,380,54.6,14.9,11.1,10.8,0,0
1137,"Indian Carrots, Peas, and Potatoes",315,45.0,12.4,6.0,7.3,0,0
1138,Indian-Spiced Cauliflower “Rice”,95,7.8,6.7,2.9,3.1,10.0,0
1139,Indian Rice Pudding,327,54.1,6.2,14.5,1.2,0,0
1140,Indian Flavored Pounded Chicken,328,2.9,10.0,53.7,0.7,0,0
1141,Traditional Indian Raita,80,6.3,0.8,12.2,0.8,0,
1142,Indian Fried Cabbage,112,9.0,7.5,4.7,3.5,4.0,0
1143,Indian Spiced Roasted Chickpeas,301,34.4,14.2,12.3,11.4,15,
1144,Indian Kheema,258,6.0,15.2,23.9,1.7,46,4
1145,Hot and spicy Indian scrambled egg chutney,246,10.3,16.7,14.4,2.4,145,127
1146,Indian Street Corn Salad,142,25.0,5.1,4.3,3.2,85,0
1147,Indian Basmati Rice with Peas,192,39.5,1.6,4.1,1.4,35,32
1148,Flat Bread Pizza,592,51.7,30.1,30.2,5.0,75,67.0
1149,Mango Strawberry Lassi,93,13.6,0.6,9.3,1.5,110.0,95.0
1150,Chickpea Indian Bowl,606,66.9,34.0,11.5,11.0,10.0,
1151,Indian Crab Curry,224,24.8,11.3,9.7,6.1,15,5
1152,Indian Lamb Chops wih Curried Cauliflower,405,10.2,28.4,28.4,3.9,0,5
1153,Pressure Cooker South Indian Sambar,238,47.7,1.4,10.7,8.1,0,0
1154,Easy Indian Butter Chicken,910,32.8,80.8,14.4,2.5,85,3
1155,Indian Spiced Lamb,541,15.2,37.9,36.0,3.0,0,0
1156,Thai Curry Naan Pizza,413,57.6,14.1,16.8,6.1,200,9
1157,"Grape Tomato, Basil, and Ricotta Flatbread Pizza",620,60.8,30.8,25.0,5.4,145,6
